,Rating,Title,Review,Review_Date
4003,4.0,One Plus Nord Ce2 lite,Good phone,12 July 2022
4004,4.0,Overall good mobile,The media could not be loaded.,27 July 2022
4005,3.0,Oversensitive,"The phone tends to go on hold while the call is in process , any movement from the earpiece while speaking will put the call on hold.",6 August 2022
4006,4.0,Camera is good,"Battery backup I get as one day,because of my office calls and work, if not I will get the battery backup another half day",27 March 2022
4007,2.0,Camera/Build quality/Sound Quality,"Camera quality is very cheap and poor. don't waste your money. In this price range you can get so many phone. My old phone camera was superb quality even which is under 10k only.Poor build quality-first day got scratches in back side due to back cover, So many brands provide very good build quality phone under 15k.Sound quality also not good.Totally I waste 22.5k after purchasing this phone.Guys don't waste your money one plus Nord series phone very poor and cheap quality.",25 October 2022
4008,4.0,Good phone according to cost,It's good,12 July 2022
4009,4.0,Front camera is loo quality,,12 July 2022
4010,4.0,Ok,"Ok battery is ok,",2 July 2022
4011,5.0,Very nice phone in this price segment,I like this phone camera battery is also good and performance is very good I am use this phone i feel this is very smooth,7 October 2022
4012,3.0,The Model reviews,"There is a little voice break in between the call, don't know it is related to this particular model!",23 August 2022
4013,3.0,Phone is good but camera quality is not good at alld at,If u wanna buy this phone for normal uses it is good but the camera quality of phone is not good at all,8 August 2022
4014,3.0,Ok ok,This is an ok ok modelNot soo special one to go for it.The cam is okThe phone gets heated while charging.The phone charges fast.If you are a gamer don't go for this!If you are a mild user of mobile and can afford 20-25k you can try this!!Good luck!!,2 May 2022
4015,5.0,Bad mobile,Very bad product as per Money,15 November 2022
4016,5.0,Overall good,1plus is 1 plus... happy to use it.. camera quality is so good..overall good,29 October 2022
4017,5.0,Oneplus the name of trust,Camera quality awesome very nice,18 November 2022
4018,3.0,Ok,Ok,13 October 2022
4019,4.0,Satisfied with the performance in this price range,"Waight, build quality, look, size, battery backup, 65W Super VOOC charging, camera, everything in this price range (25K) is well justified 👌",7 April 2022
4020,4.0,Color is awesome,The media could not be loaded.,23 July 2022
4021,4.0,Average phone,"Fingerprint good,battery life average and camera quality decent",24 June 2022
4022,4.0,"Heating issue is heavy but it's okay , worth buying",Processor is good but camera is okok,25 June 2022
4023,5.0,One plus nam hi kafi hai,Fingerprint camera quality is too good,15 November 2022
4024,4.0,Good camera,"Price is a bit on higher side when comparing with other brands, but overall a good phone.",10 May 2022
4025,4.0,Good budget phone.. nice camera,Good one,11 July 2022
4026,4.0,Battery life is not long enough...,Fast charging is very good but span of battery life is not satisfactory...camera quality is good... processor is fast and smooth...,14 April 2022
4027,3.0,cost is not justified....,Phone is good but cost is not justified....Everything is average there is nothing like USP of the phone...It should be around 17-19k...But I paid 25k..For the one plua logo I guess...Phone is not bad no doubt...,21 June 2022
4028,5.0,Sasta Sundar Tikau,"Bahu hi badhiya phone h.Is phone me OTG konsa kaam karta h, Mane SanDisk ka use Kiya tha ,wo nahi support kiya",9 October 2022
4029,4.0,Good,The media could not be loaded.,25 July 2022
4030,5.0,Awesome quality,Finger print reader is good battery life is awesome,Reviewed in India 🇮🇳 on 10 November 2022
4031,5.0,Awesome Phone 📱,I like this Product i love OnePlus and this one was awesome 👍,Reviewed in India 🇮🇳 on 30 October 2022
4032,5.0,Good,Good performance. No issues till now.,Reviewed in India 🇮🇳 on 15 November 2022
4033,3.0,Front camera is not at all even good.,Front camera not good,Reviewed in India 🇮🇳 on 5 October 2022
4034,4.0,Amazing,There are no earphones with phone. Otherwise phone is good to use.Camera specifically.,Reviewed in India 🇮🇳 on 24 May 2022
4035,4.0,Heating issue if you playing YouTube or do any task phone gets heating,Heating issue if you playing YouTube or do any task phone gets heating,Reviewed in India 🇮🇳 on 3 June 2022
4036,4.0,Nice,Reasonable price,Reviewed in India 🇮🇳 on 12 July 2022
4037,5.0,Quality product,Am happy using this phone,Reviewed in India 🇮🇳 on 16 November 2022
4038,4.0,Out standing mobile excellent 👍,Battery backup super out standing charging speed with in 1hour  battery Full 100%,Reviewed in India 🇮🇳 on 21 May 2022
4039,4.0,Adopter wire quality is poor,The adopter's cable is not working after two weeks of the purchase.,Reviewed in India 🇮🇳 on 8 June 2022
4040,5.0,Nice phone,"Touch screen excellent, camera quality nice, battery draining little fast.",Reviewed in India 🇮🇳 on 5 November 2022
4041,5.0,Nice to have it.,Budget phone with awesome features..,Reviewed in India 🇮🇳 on 18 November 2022
4042,3.0,"Phone is good one, and it's budget for those who's budget will be >25k It's good",Budget phone,Reviewed in India 🇮🇳 on 12 October 2022
4043,5.0,battery back up very poor,fingerprint very good camera quality good but battery life very poor,Reviewed in India 🇮🇳 on 5 November 2022
4044,5.0,Best in budget Phone range - Awesome Camera,"Reviewing after 6 month of use.Battery backup - GoodRefresh rate - BestCamera - After update superNo heat issue, everything looks good.Best buy at this price",Reviewed in India 🇮🇳 on 18 September 2022
4045,4.0,Good phone,Nice phone of 1plus screen is good camera is good overall best phone in this price,Reviewed in India 🇮🇳 on 17 May 2022
4046,5.0,Good Phone,"Good Phone for trading purpose. Sound good, Screen clarity also good",Reviewed in India 🇮🇳 on 5 November 2022
4047,5.0,WOW,"very smooth to touch displaybeautiful refresh rateoxygen os is improved,its als great",Reviewed in India 🇮🇳 on 29 October 2022
4048,4.0,Good,"The media could not be loaded.
                



 Good",Reviewed in India 🇮🇳 on 21 July 2022
4049,4.0,Not bed,Value for money,Reviewed in India 🇮🇳 on 8 July 2022
4050,4.0,After using 4 days I am writing this review,"The media could not be loaded.
                



 After using 4 days I am writing this review, it's really good with less price. it requires 35 min to full charge. Camera quality is good.",6 May 2022
4051,4.0,Value for money,"Overall Good, canara performance avarage as compared with any onePlus mobiles",8 June 2022
4052,5.0,Almost all ok,Almost all ok . Camera 📸 not good. Mediam quality.,9 November 2022
4053,5.0,Supersonic Phone ......,Amezing colourAmezing camera qualityAmezing smoothnessAmezing display qualityAmezing phone .....,30 October 2022
4054,5.0,Best purchase ever🥰😍,After 21 days of use i observed Phone quality is good. Camera quality and battery back up is very good. Really I liked the product. Thank you Amazon🤗,25 September 2022
4055,4.0,Phone all ok but 12 version not available still waiting upadate 12 version kindly provide,12 version kindly provide ..my old phone 12 version available,15 June 2022
4056,3.0,Just an ordinary phone,Poor battery. Drains very fast.Hangs often with just ordinary usage. No special/gaming apps used.Just an ordinary phone. Nothing special as of one+Similar to any 12k - 13k phone.,24 July 2022
4057,4.0,It's good,I love this phone,30 June 2022
4058,5.0,It's very good👍,"Fantastic camara quality and futures,",17 November 2022
4059,4.0,Awesome 👍,,6 July 2022
4060,3.0,"Phone is just ok, battery performance is not acceptable","Good looking phone, battery performance is poor but super fast changing is a good point. Touch sensitivity is also not that much good.  Other things like camera, speed etc  are good",20 July 2022
4061,4.0,nice product,nice product,5 July 2022
4062,5.0,Battery backup is not better but it has faster charging so  good,"The media could not be loaded.
                



 Back pannel mirror is very nice .Display quality is also better.But in charging time phone is hot.And when I play PUBG phone is also warm and but he is quick cool because it has 5 layer cooler . Camera is batter but I want more",21 August 2022
4063,4.0,Stile and battery Charging,,7 July 2022
4064,4.0,Superb phone 👍,,7 July 2022
4065,5.0,Awesome mobile!!!,I like this product.,18 November 2022
4066,5.0,Happy,Money worth it product,16 November 2022
4067,4.0,If you're  playing online  games battery backup is very poor,If you're  buying only for gameBattery backup is poorIts not Amolid display,29 May 2022
4068,1.0,Not meet to expectations,"Battery 🔋 backup, camera, hot spot continue discount many problems",24 April 2023
4069,5.0,Good,,20 November 2022
4070,1.0,One plus nord 2 5g lite,Don't buy this phones,2 May 2023
4071,4.0,Best mobile in price,Best mobile in price,30 June 2022
4072,5.0,Budgeted Mobile Phone,"After writing this review my 1 month of usage,, phone look's stunning and performance too good.While using continuously 2 hrs getting heated .If you use more then 20 pic continuously you battery will come down suddenly.Front camera is the one thing one Plus missed completely.Even small budgeted Phone gives more clarity and good picture.but 1+ is ????Finally anyone want to buy 5g phone in budgeted seg. please look samsung",31 March 2022
4073,5.0,Nice phone,Nice phone,27 November 2022
4074,5.0,perfect,"wonderful phone as expected! and great OnePlus experience in this budget, not so happy with camera as per expectations! if you want cool camera thn go for oppo or samsung but otherwise this phone gives wonderful experience like iphone, should improve camera, not that bad camera medium experience",1 August 2022
4075,4.0,Average product,Average product,5 July 2022
4076,4.0,Good smart phone 👍,"Camera is good , fingerprint good and battery is avarage👍",18 June 2022
4077,5.0,Just Amazing phone,"The media could not be loaded.
                



 Just Amazing phone it is.... Camara Just A1 good for new blogger .... Charging time 30min 100%...but battery not so good but ok ok ....",16 October 2022
4078,4.0,Lite weight,Camera so average limited features,27 June 2022
4079,5.0,Fabulous,Very nice,21 November 2022
4080,5.0,Phone very good,Camera quality very good but bettery beckup is not good,Reviewed in India 🇮🇳 on 7 November 2022
4081,5.0,Nice product,"The media could not be loaded.
                



 Very nice productVery nice",Reviewed in India 🇮🇳 on 11 December 2022
4082,5.0,This is way too good than I expected,"The media could not be loaded.
                



 This mobile is really worth to buy at this price. I had lot of doubts about LCD screen but it is smooth as butter. The latest oxygen OS is really beautiful. More useful features are added advantages. camera is good. But charger is not actually as faster as they claim in ad.",Reviewed in India 🇮🇳 on 2 August 2022
4083,5.0,Camera super,Battery very good 👍👍👍,Reviewed in India 🇮🇳 on 17 November 2022
4084,3.0,"Not worth, buying.... Poor camera quality and Display","Poor Camera quality, not more options like other brands... Display is below average.",Reviewed in India 🇮🇳 on 3 September 2022
4085,4.0,Best in look and display,Every thing is awesome except battery......draining fast compare to other mobile in this range....,Reviewed in India 🇮🇳 on 22 May 2022
